Partida,CapÌtulo,Programa,SubtÌtulo,Item,AsignaciÛn,DenominaciÛn,Monto Pesos,Monto DÛlar
7,1,1,24,3,477,ComisiÛn Nacional de la Productividad,1038240,0
7,1,1,24,3,478,SecretarÌa del Fondo de InversiÛn Estrategica,508346,0
7,1,1,24,3,479,Agenda Digital,561968,0
7,1,1,24,3,480,Escritorio Empresas y Personas,2430800,0
7,1,1,24,7,,A Organismos Internacionales,302662,0
7,1,1,24,7,3,OCDE,302662,0
7,1,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,760693,0
7,1,1,29,3,,VehÌculos,31920,0
7,1,1,29,4,,Mobiliario y Otros,3183,0
7,1,1,29,5,,M·quinas y Equipos,41200,0
7,1,1,29,6,,Equipos Inform·ticos,197976,0
7,1,1,29,7,,Programas Inform·ticos,486414,0
7,1,1,34,,,SERVICIO DE LA DEUDA,5445205,0
7,1,1,34,1,,AmortizaciÛn Deuda Interna,367848,0
7,1,1,34,2,,AmortizaciÛn Deuda Externa,3839279,0
7,1,1,34,3,,Intereses Deuda Interna,291240,0
7,1,1,34,4,,Intereses Deuda Externa,946838,0
7,1,7,9,,,APORTE FISCAL,121844615,0
7,1,7,9,1,,Libre,121844615,0
7,1,7,15,,,SALDO INICIAL DE CAJA,10,0
7,1,7,21,,,GASTOS EN PERSONAL,495991,0
7,1,7,22,,,BIENES Y SERVICIOS DE CONSUMO,560578,0
7,1,7,24,,,TRANSFERENCIAS CORRIENTES,120788046,0
7,1,7,24,1,,Al Sector Privado,965419,0
7,1,7,24,1,3,Instituto Nacional de NormalizaciÛn,965419,0
7,1,7,24,2,,Al Gobierno Central,119822627,0
7,1,7,24,2,21,InnovaciÛn de InterÈs P˙blico - ComitÈ Innova Chile,81648,0
7,1,7,24,2,23,InnovaciÛn Empresarial - ComitÈ Innova Chile,18402666,0
7,1,7,24,2,24,InnovaciÛn Empresarial - CORFO,22766852,0
7,1,7,24,2,25,SensibilizaciÛn del paÌs sobre InnovaciÛn - CONICYT,759110,0
7,1,7,24,2,26,Fomento de la Ciencia y la TecnologÌa - ComitÈ Innova Chile,2172270,0
7,1,7,24,2,27,Fomento de la Ciencia y la TecnologÌa - CONICYT,34457620,0
7,1,7,24,2,28,Fomento de la Ciencia y la TecnologÌa - SubsecretarÌa de Agricultura Progr. 02,2419534,0
7,1,7,24,2,31,FormaciÛn de Capital Humano - CONICYT,5894690,0
7,1,7,24,2,43,Encuesta de InnovaciÛn-Instituto Nacional de EstadÌsticas,396550,0
7,1,7,24,2,45,Programa Iniciativas CientÌficas Millenium-Prog.11 SubsecretarÌa de EconomÌa,1631520,0
7,1,7,24,2,47,Fondo Impulso I+D - CONICYT,1112400,0
7,1,7,24,2,49,InnovaciÛn de InterÈs P˙blico - CORFO,9133440,0
7,1,7,24,2,50,Fomento de la Ciencia y la TecnologÌa - CORFO,11839327,0
7,1,7,24,2,51,Programas Tecnologicos - CORFO,8755000,0
7,1,7,34,,,SERVICIO DE LA DEUDA,10,0
7,1,7,34,7,,Deuda Flotante,10,0
7,1,8,9,,,APORTE FISCAL,1303466,0
7,1,8,9,1,,Libre,1303466,0
7,1,8,21,,,GASTOS EN PERSONAL,502486,0
7,1,8,22,,,BIENES Y SERVICIOS DE CONSUMO,800980,0
7,1,11,5,,,TRANSFERENCIAS CORRIENTES,4202400,0
7,1,11,5,2,,Del Gobierno Central,4202400,0
7,1,11,5,2,2,Fondo de InnovaciÛn para la Competitividad,1631520,0
7,1,11,5,2,100,Estrategia Nacional de InnovaciÛn-SubsecretarÌa de EconomÌa (Prog.12),2570880,0
7,1,11,9,,,APORTE FISCAL,5815380,0
7,1,11,9,1,,Libre,5815380,0
7,1,11,15,,,SALDO INICIAL DE CAJA,10,0
7,1,11,21,,,GASTOS EN PERSONAL,336022,0
7,1,11,22,,,BIENES Y SERVICIOS DE CONSUMO,130761,0
7,1,11,24,,,TRANSFERENCIAS CORRIENTES,9550997,0
7,1,11,24,1,,Al Sector Privado,9550997,0
7,1,11,24,1,322,Programa Iniciativas CientÌficas Millenium,9550997,0
7,1,11,34,,,SERVICIO DE LA DEUDA,10,0
7,1,11,34,7,,Deuda Flotante,10,0
7,1,12,9,,,APORTE FISCAL,11652460,0
7,1,12,9,1,,Libre,11652460,0
7,1,12,24,,,TRANSFERENCIAS CORRIENTES,11652460,0
7,1,12,24,2,,Al Gobierno Central,11652460,0
7,1,12,24,2,1,Consorcios TecnolÛgicos - ComitÈ Innova Chile,5265360,0
7,1,12,24,2,3,Centros de I+D Corporativos - CORFO,3605000,0
7,1,12,24,2,5,Programa Iniciativas CientÌficas Millenium,2570880,0
7,1,12,24,2,101,Proyecto Banco Germoplasma-SubsecretarÌa de Agricultura Prog.02,211220,0
7,2,1,5,,,TRANSFERENCIAS CORRIENTES,211150,0
7,2,1,5,2,,Del Gobierno Central,211150,0
7,2,1,5,2,1,Junta de Aerona˙tica Civil,15450,0
7,2,1,5,2,5,Subsecretaria de Telecomunicaciones,195700,0
7,2,1,8,,,OTROS INGRESOS CORRIENTES,109196,0
7,2,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,72100,0
7,2,1,8,99,,Otros,37096,0
7,2,1,9,,,APORTE FISCAL,9556944,0
7,2,1,9,1,,Libre,9556944,0
7,2,1,21,,,GASTOS EN PERSONAL,5842552,0
7,2,1,22,,,BIENES Y SERVICIOS DE CONSUMO,2729325,0
7,2,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
7,2,1,23,3,,Prestaciones Sociales del Empleador,10,0
7,2,1,24,,,TRANSFERENCIAS CORRIENTES,1152579,0
7,2,1,24,1,,Al Sector Privado,379782,0
7,2,1,24,1,2,Fondo Concursable AplicaciÛn Ley N∞19.955,379782,0
7,2,1,24,3,,A Otras Entidades P˙blicas,772797,0
7,2,1,24,3,2,Programa EducaciÛn Financiera,515297,0
7,2,1,24,3,600,Proyecto de ModernizaciÛn del Estado-BID,257500,0
7,2,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,152824,0
7,2,1,29,7,,Programas Inform·ticos,152824,0
7,3,1,8,,,OTROS INGRESOS CORRIENTES,9823110,0
7,3,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,32960,0
7,3,1,8,99,,Otros,9790150,0
7,3,1,9,,,APORTE FISCAL,24961441,0
7,3,1,9,1,,Libre,24961441,0
7,3,1,15,,,SALDO INICIAL DE CAJA,10,0
7,3,1,21,,,GASTOS EN PERSONAL,4790290,0
7,3,1,22,,,BIENES Y SERVICIOS DE CONSUMO,2402598,0
7,3,1,24,,,TRANSFERENCIAS CORRIENTES,27211321,0
7,3,1,24,1,,Al Sector Privado,1181278,0
7,3,1,24,1,79,Apoyo a  Actividades Pesca Artesanal,16103,0
7,3,1,24,1,85,Apoyo Operacional Plataforma CientÌfica,1165175,0
7,3,1,24,2,,Al Gobierno Central,20096712,0
7,3,1,24,2,11,Fondo de AdministraciÛn Pesquero,4657058,0
7,3,1,24,2,12,SubsecretarÌa de Economia y Empresas de Menor TamaÒo,15439654,0
7,3,1,24,3,,A Otras Entidades P˙blicas,5933331,0
7,3,1,24,3,54,Fondo de InvestigaciÛn Pesquera,5843991,0
7,3,1,24,3,501,ComitÈs CientÌficos TÈcnicos,89340,0
7,3,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,380352,0
7,3,1,29,6,,Equipos Inform·ticos,182310,0
7,3,1,29,7,,Programas Inform·ticos,198042,0
7,3,2,5,,,TRANSFERENCIAS CORRIENTES,4657058,0
7,3,2,5,2,,Del Gobierno Central,4657058,0
7,3,2,5,2,1,SubsecretarÌa de Pesca- Programa 01,4657058,0
7,3,2,9,,,APORTE FISCAL,3755458,0
7,3,2,9,1,,Libre,3755458,0
7,3,2,21,,,GASTOS EN PERSONAL,211906,0
7,3,2,22,,,BIENES Y SERVICIOS DE CONSUMO,100657,0
7,3,2,24,,,TRANSFERENCIAS CORRIENTES,8097725,0
7,3,2,24,3,,A Otras Entidades P˙blicas,8097725,0
7,3,2,24,3,2,Cumplimiento Art. 173 Ley N∞ 18.892,8097725,0
7,3,2,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,2228,0
7,3,2,29,7,,Programas Inform·ticos,2228,0
7,4,1,5,,,TRANSFERENCIAS CORRIENTES,387161,0
7,4,1,5,2,,Del Gobierno Central,387161,0
7,4,1,5,2,1,Del Programa 03 del Tesoro P˙blico,387161,0
7,4,1,7,,,INGRESOS DE OPERACI”N,2163000,0
7,4,1,8,,,OTROS INGRESOS CORRIENTES,360591,0
7,4,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,175191,0
7,4,1,8,99,,Otros,185400,0
7,4,1,9,,,APORTE FISCAL,26178014,0
7,4,1,9,1,,Libre,26178014,0
7,4,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,46149,0
7,4,1,10,3,,VehÌculos,46149,0
7,4,1,21,,,GASTOS EN PERSONAL,17237548,0
7,4,1,22,,,BIENES Y SERVICIOS DE CONSUMO,6049574,0
7,4,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
7,4,1,23,1,,Prestaciones Previsionales,10,0
7,4,1,24,,,TRANSFERENCIAS CORRIENTES,51500,0
7,4,1,24,3,,A Otras Entidades P˙blicas,51500,0
7,4,1,24,3,600,Proyecto de ModernizaciÛn del Estado-BID,51500,0
7,4,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,660864,0
7,4,1,29,3,,VehÌculos,172371,0
7,4,1,29,4,,Mobiliario y Otros,36256,0
7,4,1,29,6,,Equipos Inform·ticos,44702,0
7,4,1,29,7,,Programas Inform·ticos,407535,0
7,4,1,33,,,TRANSFERENCIAS DE CAPITAL,5135419,0
7,4,1,33,1,,Al Sector Privado,5135419,0
7,4,1,33,1,8,Fondo de Fomento de la Pesca Artesanal,5135419,0
7,6,1,5,,,TRANSFERENCIAS CORRIENTES,91255378,0
7,6,1,5,2,,Del Gobierno Central,91255378,0
7,6,1,5,2,2,De la SubsecretarÌa de Agricultura (Fomento),5728860,0
7,6,1,5,2,5,De la SubsecretarÌa de Agricultura (Seguro AgrÌcola),4353240,0
7,6,1,5,2,8,PrÈstamo K.F.W.,22234871,0
7,6,1,5,2,9,Fondo de InnovaciÛn para la Competividad,52494619,0
7,6,1,5,2,15,SubsecretarÌa de EnergÌa - Programa 03,1554378,0
7,6,1,5,2,17,EducaciÛn Superior,1284410,0
7,6,1,5,2,21,Estrategia Nacional de InnovaciÛn,3605000,0
7,6,1,6,,,RENTAS DE LA PROPIEDAD,140882775,0
7,6,1,8,,,OTROS INGRESOS CORRIENTES,7012112,0
7,6,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,121723,0
7,6,1,8,99,,Otros,6890389,0
7,6,1,9,,,APORTE FISCAL,3574100,0
7,6,1,9,1,,Libre,3574100,0
7,6,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,793100,0
7,6,1,10,99,,Otros Activos no Financieros,793100,0
7,6,1,11,,,VENTA DE ACTIVOS FINANCIEROS,338399355,0
7,6,1,11,1,,Venta o Rescate de TÌtulos y Valores,338399355,0
7,6,1,12,,,RECUPERACI”N DE PRESTAMOS,68339318,0
7,6,1,12,4,,De Fomento,68339318,0
7,6,1,15,,,SALDO INICIAL DE CAJA,10,0
7,6,1,21,,,GASTOS EN PERSONAL,20958445,0
7,6,1,22,,,BIENES Y SERVICIOS DE CONSUMO,10094297,0
7,6,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
7,6,1,23,1,,Prestaciones Previsionales,10,0
7,6,1,24,,,TRANSFERENCIAS CORRIENTES,221158458,0
7,6,1,24,1,,Al Sector Privado,130852160,0
7,6,1,24,1,3,Becas,1557706,0
7,6,1,24,1,17,Programa PromociÛn de Inversiones,862110,0
7,6,1,24,1,18,Programa FormaciÛn para la Competitividad,5417903,0
7,6,1,24,1,21,Programa Territorial y de Redes,6227425,0
7,6,1,24,1,22,Convenios de ColaboraciÛn (Lota),137917,0
7,6,1,24,1,90,Programas de Fomento,13874512,0
7,6,1,24,1,95,Fomento Productivo Agropecuario,5728860,0
7,6,1,24,1,107,Programas EstratÈgicos de Desarrollo,5802112,0
7,6,1,24,1,108,Subsidios GarantÌa RecÌprocas,4120,0
7,6,1,24,1,110,Instituto Nacional de NormalizaciÛn,358985,0
7,6,1,24,1,111,Instituto Fomento Pesquero,564776,0
7,6,1,24,1,115,Aporte CORFO a Corporaciones Regionales de Desarrollo Productivo,7107,0
7,6,1,24,1,117,CompensaciÛn Intereses CrÈditos,28810094,0
7,6,1,24,1,118,Emprendimiento,26971181,0
7,6,1,24,1,121,Transferencia TecnolÛgica,30066247,0
7,6,1,24,1,122,Programa de Apoyo a la Competitividad,4461105,0
7,6,1,24,2,,Al Gobierno Central,39444895,0
7,6,1,24,2,1,SERCOTEC,33446664,0
7,6,1,24,2,9,ComitÈ INNOVA CHILE,5998231,0
7,6,1,24,3,,A Otras Entidades P˙blicas,48894515,0
7,6,1,24,3,68,AplicaciÛn Fondo Cobertura de Riesgos,35338680,0
7,6,1,24,3,69,SubvenciÛn Primas ComitÈ Seguros del Agro,4353240,0
7,6,1,24,3,70,ComitÈ ProducciÛn Limpia,739039,0
7,6,1,24,3,392,Fondo InnovaciÛn TecnolÛgica BIO-BIO,1751000,0
7,6,1,24,3,397,ComitÈ Sistema Empresas  (SEP),1678838,0
7,6,1,24,3,400,Centro Nacional para la InnovaciÛn y Fomento de las EnergÌas Sustentables (CIFES),2211518,0
7,6,1,24,3,403,ComitÈ InnovaciÛn Publica,2822200,0
7,6,1,24,4,,A Empresas P˙blicas no Financieras,1957000,0
7,6,1,24,4,1,Sociedad AgrÌcola y Servicios Isla de Pascua SpA.,1957000,0
7,6,1,24,7,,A Organismos Internacionales,9888,0
7,6,1,24,7,1,Organismos Internacionales,9888,0
7,6,1,25,,,INTEGROS AL FISCO,13755792,0
7,6,1,25,99,,Otros Integros al Fisco,13755792,0
7,6,1,26,,,OTROS GASTOS CORRIENTES,20,0
7,6,1,26,1,,Devoluciones,10,0
7,6,1,26,2,,Compensaciones por DaÒos a Terceros y/o a la Propiedad,10,0
7,6,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,3300310,0
7,6,1,29,3,,VehÌculos,109180,0
7,6,1,29,4,,Mobiliario y Otros,116287,0
7,6,1,29,5,,M·quinas y Equipos,266675,0
7,6,1,29,6,,Equipos Inform·ticos,193795,0
7,6,1,29,7,,Programas Inform·ticos,1446196,0
7,6,1,29,99,,Otros Activos no Financieros,1168177,0
7,6,1,30,,,ADQUISICI”N DE ACTIVOS FINANCIEROS,237975814,0
7,6,1,30,1,,Compra de TÌtulos y Valores,237975814,0
7,6,1,31,,,INICIATIVAS DE INVERSI”N,824000,0
7,6,1,31,2,,Proyectos,824000,0
7,6,1,32,,,PR…STAMOS,138632448,0
7,6,1,32,4,,De Fomento,138632448,0
7,6,1,32,4,1,Estudios Postgrado,4725856,0
7,6,1,32,4,2,Refinanciamiento CrÈditos PYMES,38923401,0
7,6,1,32,4,3,Fondos y Sociedades de InversiÛn,94983191,0
7,6,1,33,,,TRANSFERENCIAS DE CAPITAL,3556544,0
7,6,1,33,1,,Al Sector Privado,1939444,0
7,6,1,33,1,4,FundaciÛn Chile,1939444,0
7,6,1,33,4,,A Empresas P˙blicas no Financieras,1617100,0
7,6,1,33,4,1,Sociedad AgrÌcola y Servicios Isla de Pascua SpA.,1617100,0
7,6,1,35,,,SALDO FINAL DE CAJA,10,0
7,7,1,5,,,TRANSFERENCIAS CORRIENTES,2344068,0
7,7,1,5,2,,Del Gobierno Central,2344068,0
7,7,1,5,2,1,SubsecretarÌa de PrevenciÛn del Delito,530450,0
7,7,1,5,2,3,Oficina de Estudios y PolÌticas Agrarias,560688,0
7,7,1,5,2,8,Fondo de InnovaciÛn para la Competitividad,396550,0
7,7,1,5,2,9,SubsecretarÌa de EconomÌa - Programa 01,439810,0
7,7,1,5,2,16,SubsecretarÌa de EvaluaciÛn Social,416570,0
7,7,1,6,,,RENTAS DE LA PROPIEDAD,5611,0
7,7,1,7,,,INGRESOS DE OPERACI”N,185400,0
7,7,1,8,,,OTROS INGRESOS CORRIENTES,360500,0
7,7,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,360500,0
7,7,1,9,,,APORTE FISCAL,31707003,0
7,7,1,9,1,,Libre,31707003,0
7,7,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,1170,0
7,7,1,10,4,,Mobiliario y Otros,1170,0
7,7,1,12,,,RECUPERACI”N DE PRESTAMOS,92700,0
7,7,1,12,10,,Ingresos por Percibir,92700,0
7,7,1,15,,,SALDO INICIAL DE CAJA,10,0
7,7,1,21,,,GASTOS EN PERSONAL,16816983,0
7,7,1,22,,,BIENES Y SERVICIOS DE CONSUMO,1401178,0
7,7,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
7,7,1,23,3,,Prestaciones Sociales del Empleador,10,0
7,7,1,24,,,TRANSFERENCIAS CORRIENTES,15758766,0
7,7,1,24,3,,A Otras Entidades P˙blicas,15758766,0
7,7,1,24,3,475,Programa de EstadÌsticas ContÌnuas Intercensales AgrÌcolas,427069,0
7,7,1,24,3,477,Õndice de Costo al Transporte Terrestre (ICTT),373557,0
7,7,1,24,3,480,III Encuesta Logitudinal de Empresas,58710,0
7,7,1,24,3,492,Programa de EstadÌsticas EconÛmicas,4095777,0
7,7,1,24,3,493,Programa de Infraestructura EstadÌstica,1200913,0
7,7,1,24,3,494,Programa de EstadÌsticas de Hogares,2299481,0
7,7,1,24,3,495,Programa Censal,4130573,0
7,7,1,24,3,496,Programa de ProducciÛn con Convenios,185400,0
7,7,1,24,3,497,Proyecto de ModernizaciÛn Institucional,768497,0
7,7,1,24,3,498,Encuesta Nacional de InnovaciÛn,396550,0
7,7,1,24,3,499,Encuesta de Microemprendimiento,381100,0
7,7,1,24,3,501,Encuesta CASEN,416570,0
7,7,1,24,3,502,Encuesta de Seguridad Ciudadana,530450,0
7,7,1,24,3,503,Censo Agropecuario 2017,133619,0
7,7,1,24,3,600,Proyecto de ModernizaciÛn del Estado-BID,165830,0
7,7,1,24,3,604,Estudio costo vida regional,194670,0
7,7,1,25,,,INTEGROS AL FISCO,10,0
7,7,1,25,1,,Impuestos,10,0
7,7,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,719515,0
7,7,1,29,3,,VehÌculos,43260,0
7,7,1,29,4,,Mobiliario y Otros,64747,0
7,7,1,29,5,,M·quinas y Equipos,50294,0
7,7,1,29,6,,Equipos Inform·ticos,239323,0
7,7,1,29,7,,Programas Inform·ticos,321891,0
7,8,1,8,,,OTROS INGRESOS CORRIENTES,32524,0
7,8,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,31398,0
7,8,1,8,99,,Otros,1126,0
7,8,1,9,,,APORTE FISCAL,5627151,0
7,8,1,9,1,,Libre,5627151,0
7,8,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,1410988,0
7,8,1,10,2,,Edificios,1410988,0
7,8,1,21,,,GASTOS EN PERSONAL,4085098,0
7,8,1,22,,,BIENES Y SERVICIOS DE CONSUMO,1310336,0
7,8,1,25,,,INTEGROS AL FISCO,1410988,0
7,8,1,25,99,,Otros Integros al Fisco,1410988,0
7,8,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,264241,0
7,8,1,29,4,,Mobiliario y Otros,209117,0
7,8,1,29,5,,M·quinas y Equipos,5150,0
7,8,1,29,6,,Equipos Inform·ticos,3366,0
7,8,1,29,7,,Programas Inform·ticos,46608,0
7,9,1,5,,,TRANSFERENCIAS CORRIENTES,1030000,0
7,9,1,5,2,,Del Gobierno Central,1030000,0
7,9,1,5,2,129,Subsecretaria de Turismo,1030000,0
7,9,1,8,,,OTROS INGRESOS CORRIENTES,158263,0
7,9,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,143222,0
7,9,1,8,99,,Otros,15041,0
7,9,1,9,,,APORTE FISCAL,23535815,0
7,9,1,9,1,,Libre,23535815,0
7,9,1,15,,,SALDO INICIAL DE CAJA,10,0
7,9,1,21,,,GASTOS EN PERSONAL,7030462,0
7,9,1,22,,,BIENES Y SERVICIOS DE CONSUMO,2176470,0
7,9,1,24,,,TRANSFERENCIAS CORRIENTES,15271441,0
7,9,1,24,1,,Al Sector Privado,15271441,0
7,9,1,24,1,131,Programa de PromociÛn TurÌstica,6895898,0
7,9,1,24,1,132,Programa Vacaciones Tercera Edad,5114175,0
7,9,1,24,1,133,Programa Giras de Estudio,2231368,0
7,9,1,24,1,135,Programa Turismo Familiar,1030000,0
7,9,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,245715,0
7,9,1,29,3,,VehÌculos,30754,0
7,9,1,29,6,,Equipos Inform·ticos,18128,0
7,9,1,29,7,,Programas Inform·ticos,196833,0
7,16,1,5,,,TRANSFERENCIAS CORRIENTES,33446664,0
7,16,1,5,2,,Del Gobierno Central,33446664,0
7,16,1,5,2,4,CorporaciÛn de Fomento de la ProducciÛn,33446664,0
7,16,1,8,,,OTROS INGRESOS CORRIENTES,65513,0
7,16,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,53737,0
7,16,1,8,99,,Otros,11776,0
7,16,1,9,,,APORTE FISCAL,10582407,0
7,16,1,9,1,,Libre,10582407,0
7,16,1,15,,,SALDO INICIAL DE CAJA,10,0
7,16,1,21,,,GASTOS EN PERSONAL,7630310,0
7,16,1,22,,,BIENES Y SERVICIOS DE CONSUMO,2164864,0
7,16,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
7,16,1,23,1,,Prestaciones Previsionales,10,0
7,16,1,24,,,TRANSFERENCIAS CORRIENTES,33601024,0
7,16,1,24,1,,Al Sector Privado,33601024,0
7,16,1,24,1,131,Programa Mejoramiento Competitividad de la MIPE,14008000,0
7,16,1,24,1,132,Programa Emprendedores,5716500,0
7,16,1,24,1,133,Programa Dirigido a Grupos de Empresas Asociatividad,8755663,0
7,16,1,24,1,134,Programa Desarrollo Empresarial en los Territorios,5120851,0
7,16,1,24,1,152,Programas Especiales,10,0
7,16,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,698376,0
7,16,1,29,3,,VehÌculos,31809,0
7,16,1,29,6,,Equipos Inform·ticos,96802,0
7,16,1,29,7,,Programas Inform·ticos,569765,0
7,16,1,34,,,SERVICIO DE LA DEUDA,10,0
7,16,1,34,7,,Deuda Flotante,10,0
7,19,1,5,,,TRANSFERENCIAS CORRIENTES,33185837,0
7,19,1,5,2,,Del Gobierno Central,33185837,0
7,19,1,5,2,3,De CORFO,5998231,0
7,19,1,5,2,5,Programa Fondo de InnovaciÛn para la Competitividad,20656584,0
7,19,1,5,2,7,SubsecretarÌa de EnergÌa - Programa 03,1265662,0
7,19,1,5,2,9,Estrategia Nacional de InnovaciÛn-SubsecretarÌa de EconomÌa (Prog.12),5265360,0
7,19,1,8,,,OTROS INGRESOS CORRIENTES,2829291,0
7,19,1,8,99,,Otros,2829291,0
7,19,1,21,,,GASTOS EN PERSONAL,1945756,0
7,19,1,22,,,BIENES Y SERVICIOS DE CONSUMO,844881,0
7,19,1,24,,,TRANSFERENCIAS CORRIENTES,33224491,0
7,19,1,24,1,,Al Sector Privado,33224491,0
7,19,1,24,1,4,InnovaciÛn Empresarial,29507429,0
7,19,1,24,1,18,Consorcios TecnolÛgicos BÌo Combustibles,1265662,0
7,19,1,24,1,21,Entorno para la InnovaciÛn,2451400,0
7,21,1,8,,,OTROS INGRESOS CORRIENTES,10263,0
7,21,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,9227,0
7,21,1,8,99,,Otros,1036,0
7,21,1,9,,,APORTE FISCAL,3078221,0
7,21,1,9,1,,Libre,3078221,0
7,21,1,15,,,SALDO INICIAL DE CAJA,10,0
7,21,1,21,,,GASTOS EN PERSONAL,1470212,0
7,21,1,22,,,BIENES Y SERVICIOS DE CONSUMO,1590654,0
7,21,1,24,,,TRANSFERENCIAS CORRIENTES,20620,0
7,21,1,24,2,,Al Gobierno Central,20610,0
7,21,1,24,2,2,DirecciÛn General de Relaciones EconÛmicas Internacionales (Programa 02),20610,0
7,21,1,24,3,,A Otras Entidades P˙blicas,10,0
7,21,1,24,3,1,Programa de Defensa en Arbitrajes de InversiÛn Extranjera,10,0
7,21,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,6998,0
7,21,1,29,7,,Programas Inform·ticos,6998,0
7,21,1,34,,,SERVICIO DE LA DEUDA,10,0
7,21,1,34,7,,Deuda Flotante,10,0
7,23,1,7,,,INGRESOS DE OPERACI”N,23869,0
7,23,1,8,,,OTROS INGRESOS CORRIENTES,93317,0
7,23,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,82400,0
7,23,1,8,99,,Otros,10917,0
7,23,1,9,,,APORTE FISCAL,6057584,0
7,23,1,9,1,,Libre,6057584,0
7,23,1,15,,,SALDO INICIAL DE CAJA,10,0
7,23,1,21,,,GASTOS EN PERSONAL,4962708,0
7,23,1,22,,,BIENES Y SERVICIOS DE CONSUMO,1111688,0
7,23,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,100384,0
7,23,1,29,4,,Mobiliario y Otros,3090,0
7,23,1,29,7,,Programas Inform·ticos,97294,0
7,24,1,9,,,APORTE FISCAL,6262461,0
7,24,1,9,1,,Libre,6262461,0
7,24,1,21,,,GASTOS EN PERSONAL,779605,0
7,24,1,22,,,BIENES Y SERVICIOS DE CONSUMO,171749,0
7,24,1,24,,,TRANSFERENCIAS CORRIENTES,5311107,0
7,24,1,24,2,,Al Gobierno Central,1030000,0
7,24,1,24,2,1,Programa Turismo Familiar-Servicio Nacional de Turismo,1030000,0
7,24,1,24,3,,A Otras Entidades P˙blicas,4281107,0
7,24,1,24,3,2,Desarrollo Turistico Sustentable,4281107,0
7,25,1,8,,,OTROS INGRESOS CORRIENTES,14916,0
7,25,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,12382,0
7,25,1,8,99,,Otros,2534,0
7,25,1,9,,,APORTE FISCAL,4290793,0
7,25,1,9,1,,Libre,4290793,0
7,25,1,15,,,SALDO INICIAL DE CAJA,10,0
7,25,1,21,,,GASTOS EN PERSONAL,3355248,0
7,25,1,22,,,BIENES Y SERVICIOS DE CONSUMO,719362,0
7,25,1,24,,,TRANSFERENCIAS CORRIENTES,214819,0
7,25,1,24,1,,Al Sector Privado,214819,0
7,25,1,24,1,283,"Para Cumplimiento ArtÌculo 37, Ley N∞ 18.175",23325,0
7,25,1,24,1,284,Plan de cierre de quiebras en regiones,37813,0
7,25,1,24,1,285,"Para Cumplimiento ArtÌculo 40, Ley N∞ 20.720",153681,0
7,25,1,25,,,INTEGROS AL FISCO,10,0
7,25,1,25,1,,Impuestos,10,0
7,25,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,16270,0
7,25,1,29,7,,Programas Inform·ticos,16270,0
7,25,1,34,,,SERVICIO DE LA DEUDA,10,0
7,25,1,34,7,,Deuda Flotante,10,0
8,1,1,8,,,OTROS INGRESOS CORRIENTES,88417,0
8,1,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,11979,0
8,1,1,8,99,,Otros,76438,0
8,1,1,9,,,APORTE FISCAL,12732054,0
8,1,1,9,1,,Libre,11280873,0
8,1,1,9,3,,Servicio de la Deuda Externa,1451181,0
8,1,1,12,,,RECUPERACI”N DE PRESTAMOS,10300,0
8,1,1,12,10,,Ingresos por Percibir,10300,0
8,1,1,15,,,SALDO INICIAL DE CAJA,10,0
